customerID,Churn,account.Contract,account.PaymentMethod,internet.InternetService,customer.tenure,account.MonthlyCharges,account.TotalCharges,customer.gender,customer.SeniorCitizen,customer.Partner,customer.Dependents,phone.PhoneService,phone.MultipleLines,internet.OnlineSecurity,internet.OnlineBackup,internet.DeviceProtection,internet.TechSupport,internet.StreamingTV,internet.StreamingMovies,account.PaperlessBilling
6121-VZNQB,Yes,Month-to-month,Mailed check,No,1,19.1,19.1,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6122-EFVKN,No,Two year,Mailed check,DSL,24,35.75,830.8,Male,No,No,Yes,No,No phone service,Yes,No,No,Yes,No,No,No
6122-LJADA,No,Two year,Credit card (automatic),DSL,70,90.15,6237.05,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6124-ACRHJ,No,Month-to-month,Mailed check,No,1,19.75,19.75,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6127-ISGTU,Yes,Month-to-month,Electronic check,Fiber optic,16,84.95,1378.25,Female,No,Yes,No,Yes,Yes,No,No,No,No,Yes,No,Yes
6127-IYJOZ,No,Month-to-month,Mailed check,DSL,1,45.85,45.85,Male,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes
6128-AQBMT,No,Month-to-month,Electronic check,DSL,41,53.95,2215.4,Male,Yes,Yes,No,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes
6128-CZOMY,Yes,Month-to-month,Electronic check,DSL,1,45.65,45.65,Female,No,No,No,Yes,No,No,No,No,No,No,No,Yes
6128-DAFVY,No,Month-to-month,Credit card (automatic),DSL,56,44.85,2564.95,Female,No,No,No,No,No phone service,No,No,No,No,Yes,Yes,Yes
6131-FOYAS,No,Month-to-month,Electronic check,DSL,35,59.6,2094.9,Male,No,No,No,Yes,Yes,Yes,No,Yes,No,No,No,Yes
6131-IUNXN,No,Month-to-month,Mailed check,No,19,20.2,382.2,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6131-JLWZM,No,Month-to-month,Mailed check,No,13,20.3,275.4,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6133-OZILE,No,Month-to-month,Electronic check,DSL,18,35.2,607.3,Female,No,No,No,No,No phone service,No,No,Yes,Yes,No,No,Yes
6134-KWTBV,No,Two year,Bank transfer (automatic),No,62,23.4,1429.65,Male,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6135-OZQVA,No,Month-to-month,Electronic check,DSL,7,53.65,404.35,Female,No,No,No,Yes,Yes,Yes,No,No,No,No,No,Yes
6137-MFAJN,No,Month-to-month,Electronic check,DSL,48,44.8,2104.55,Female,No,No,No,No,No phone service,Yes,Yes,No,No,Yes,No,Yes
6137-NICCO,No,Month-to-month,Mailed check,Fiber optic,6,94.05,518.75,Female,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
6139-ZZRBQ,No,Two year,Bank transfer (automatic),No,64,20.05,1198.05,Male,Yes,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6140-QNRQQ,Yes,Month-to-month,Mailed check,Fiber optic,1,71.55,71.55,Male,No,No,No,Yes,No,No,No,No,No,No,No,Yes
6141-OOXUQ,Yes,Month-to-month,Mailed check,No,1,19.65,19.65,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6142-VSJQO,Yes,Month-to-month,Bank transfer (automatic),DSL,1,44.35,44.35,Female,No,Yes,Yes,Yes,No,No,No,No,No,No,No,Yes
6143-JQKEA,No,Month-to-month,Credit card (automatic),DSL,10,45.8,436.2,Male,No,No,No,Yes,No,No,No,No,No,No,No,Yes
6145-NNPNO,No,Month-to-month,Bank transfer (automatic),DSL,1,44.15,44.15,Female,No,No,No,Yes,No,No,No,No,No,No,No,No
6147-CBCRA,No,Month-to-month,Mailed check,No,33,20.05,669.45,Female,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6152-ONASV,No,One year,Bank transfer (automatic),DSL,68,58.25,3975.7,Female,No,Yes,No,Yes,Yes,Yes,No,No,Yes,No,No,No
6156-UZDLF,No,One year,Credit card (automatic),Fiber optic,26,87.15,2274.1,Female,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,Yes
6158-DWPZT,Yes,One year,Bank transfer (automatic),DSL,9,24.1,259.8,Male,No,Yes,No,No,No phone service,No,No,No,No,No,No,No
6158-HDPXZ,No,Month-to-month,Mailed check,DSL,1,25.35,25.35,Male,No,No,No,No,No phone service,No,No,No,No,No,No,No
6161-ERDGD,No,One year,Electronic check,DSL,71,85.45,6300.85,Male,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No
6161-UUUTA,Yes,Month-to-month,Electronic check,Fiber optic,3,79.9,260.9,Male,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes
6164-HAQTX,No,Two year,Bank transfer (automatic),DSL,71,53.95,3888.65,Male,No,No,No,No,No phone service,Yes,Yes,Yes,Yes,Yes,No,No
6164-HXUGH,No,Month-to-month,Mailed check,No,6,19.85,119.3,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6166-ILMNY,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,2,69.75,144.55,Female,No,No,No,Yes,No,No,No,No,No,No,No,No
6166-YIPFO,No,Two year,Electronic check,DSL,72,64.7,4746.05,Male,No,Yes,No,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6167-SYRNG,,Two year,Credit card (automatic),DSL,59,64.05,3886.85,Male,Yes,Yes,No,No,No phone service,Yes,No,Yes,Yes,Yes,Yes,Yes
6168-WFVVF,Yes,Month-to-month,Electronic check,Fiber optic,3,70.3,235.5,Female,Yes,No,No,Yes,No,No,No,No,No,No,No,Yes
6168-YBYNP,No,Month-to-month,Electronic check,Fiber optic,59,111.35,6519.75,Male,No,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
6169-PGNCD,No,Two year,Credit card (automatic),DSL,57,74.3,4166.35,Female,No,No,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
6169-PPETC,No,Two year,Bank transfer (automatic),No,35,20.5,759.35,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6171-ZTVYB,No,Month-to-month,Bank transfer (automatic),DSL,43,66.25,2907.35,Male,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,No,No
6172-FECYY,Yes,Month-to-month,Electronic check,Fiber optic,49,84.5,4254.85,Male,No,Yes,Yes,Yes,Yes,No,No,No,No,Yes,No,No
6173-GOLSU,No,Month-to-month,Credit card (automatic),Fiber optic,67,94.65,6079.0,Male,Yes,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
6173-ITPWD,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,47,83.35,4065.0,Male,No,Yes,No,Yes,Yes,No,Yes,Yes,No,No,No,Yes
6174-NRBTZ,No,One year,Bank transfer (automatic),DSL,46,30.75,1489.3,Male,No,No,No,No,No phone service,Yes,No,No,No,No,No,Yes
6175-IRFIT,No,Month-to-month,Mailed check,Fiber optic,5,78.75,426.35,Male,No,No,No,Yes,No,No,No,No,No,No,Yes,No
6176-YJWAS,No,Two year,Credit card (automatic),Fiber optic,72,97.95,7114.25,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
6177-PEVRA,No,Two year,Credit card (automatic),DSL,48,55.5,2627.35,Female,No,No,No,Yes,No,Yes,Yes,No,No,No,No,No
6178-KFNHS,Yes,Month-to-month,Electronic check,Fiber optic,12,78.3,909.25,Female,No,No,Yes,Yes,Yes,Yes,No,No,No,No,No,Yes
6179-GJPSO,Yes,Month-to-month,Credit card (automatic),Fiber optic,43,108.15,4600.7,Female,Yes,No,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes
6180-YBIQI,No,Month-to-month,Mailed check,DSL,5,24.3,100.2,Male,No,No,No,No,No phone service,No,No,No,No,No,No,No
6181-AXXYF,No,Two year,Credit card (automatic),No,72,24.75,1859.1,Male,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6184-DYUOB,No,Month-to-month,Mailed check,No,3,19.6,55.25,Female,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6185-TASNN,No,Month-to-month,Electronic check,DSL,1,46.3,46.3,Male,Yes,No,No,Yes,No,No,No,No,No,No,No,No
6188-UXBBR,No,One year,Credit card (automatic),No,38,20.25,814.75,Female,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6194-HBGQN,No,One year,Credit card (automatic),DSL,51,81.15,4126.2,Male,No,No,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes
6195-MELTI,No,One year,Mailed check,DSL,57,54.65,3134.7,Male,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes
6196-HBOBZ,No,Two year,Electronic check,Fiber optic,65,99.35,6347.55,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,No,Yes
6198-PNNSZ,No,One year,Bank transfer (automatic),Fiber optic,56,109.8,6109.65,Female,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No
6198-RTPMF,No,Month-to-month,Electronic check,Fiber optic,17,92.6,1579.7,Female,No,Yes,No,Yes,Yes,No,No,No,No,Yes,Yes,No
6198-ZFIOJ,No,Month-to-month,Electronic check,Fiber optic,5,75.6,402.5,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,No
6199-IPCAO,No,Two year,Mailed check,No,29,26.1,692.55,Female,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6199-IWKGC,No,One year,Electronic check,Fiber optic,46,100.25,4753.85,Female,Yes,Yes,No,Yes,Yes,No,No,No,Yes,Yes,Yes,No
6202-DYYFX,No,One year,Credit card (automatic),Fiber optic,22,76.0,1783.6,Female,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
6202-JVYEU,No,One year,Electronic check,No,9,19.9,164.6,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6203-HBZPA,No,Two year,Credit card (automatic),DSL,52,63.9,3334.95,Male,No,No,No,No,No phone service,Yes,Yes,Yes,Yes,Yes,Yes,No
6204-IEUXJ,Yes,Month-to-month,Credit card (automatic),Fiber optic,3,80.1,217.55,Female,No,No,No,Yes,No,No,No,Yes,Yes,No,No,No
6207-WIOLX,Yes,Month-to-month,Credit card (automatic),DSL,25,58.6,1502.65,Female,No,Yes,Yes,No,No phone service,Yes,Yes,Yes,No,Yes,Yes,Yes
6210-KBBPI,Yes,Month-to-month,Credit card (automatic),Fiber optic,9,99.45,919.4,Male,Yes,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
6211-WHMYA,No,Month-to-month,Electronic check,DSL,64,43.85,2751.0,Female,Yes,No,No,No,No phone service,No,Yes,No,Yes,Yes,No,Yes
6211-WWLTF,No,Two year,Credit card (automatic),Fiber optic,63,99.7,6330.4,Male,No,Yes,No,Yes,No,Yes,No,Yes,No,Yes,Yes,No
6212-ATMLK,No,Month-to-month,Electronic check,Fiber optic,50,95.7,4729.75,Female,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
6214-EDAKZ,Yes,Month-to-month,Electronic check,DSL,22,55.15,1206.05,Female,No,Yes,Yes,Yes,No,No,Yes,No,Yes,No,No,No
6215-NQCPY,No,Month-to-month,Electronic check,Fiber optic,15,99.7,1566.75,Male,No,No,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
6217-KDYWC,No,Two year,Mailed check,No,57,19.6,1170.55,Male,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6217-TOWGS,No,Month-to-month,Bank transfer (automatic),DSL,17,75.4,1322.55,Female,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,Yes,Yes
6218-KNUBD,No,Month-to-month,Electronic check,DSL,6,59.45,357.6,Male,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
6221-AVQYL,Yes,Month-to-month,Credit card (automatic),Fiber optic,2,73.25,131.05,Male,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
6223-DHJGV,No,One year,Mailed check,No,42,20.65,958.1,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6225-VNQSJ,,Month-to-month,Electronic check,DSL,1,35.45,35.45,Male,No,No,No,No,No phone service,No,No,No,No,No,Yes,Yes
6227-FBDXH,No,One year,Bank transfer (automatic),Fiber optic,69,99.5,6841.45,Male,No,Yes,No,Yes,Yes,No,No,Yes,No,Yes,Yes,No
6227-HWPWX,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,15,69.0,994.8,Female,No,No,Yes,Yes,No,No,No,No,No,No,No,No
6229-LSCKB,No,Month-to-month,Electronic check,Fiber optic,6,79.7,497.6,Male,Yes,No,No,Yes,No,No,No,No,No,Yes,No,Yes
6229-UOLQL,No,One year,Mailed check,DSL,56,52.0,2884.9,Male,No,Yes,Yes,No,No phone service,Yes,Yes,No,Yes,Yes,No,Yes
6230-BSUXY,Yes,Month-to-month,Electronic check,Fiber optic,1,85.0,85.0,Female,Yes,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
6231-WFGFH,No,Month-to-month,Mailed check,No,4,20.5,77.6,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6233-HXJMX,No,Month-to-month,Credit card (automatic),Fiber optic,45,89.3,4192.15,Female,No,No,No,Yes,Yes,No,No,Yes,No,No,Yes,Yes
6234-PFPXL,No,Month-to-month,Credit card (automatic),Fiber optic,22,95.9,2234.95,Male,No,Yes,No,Yes,Yes,Yes,No,No,Yes,Yes,No,No
6234-RAAPL,No,Two year,Bank transfer (automatic),Fiber optic,72,99.9,7251.7,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No
6235-VDHOM,Yes,Month-to-month,Electronic check,DSL,5,28.45,131.05,Female,Yes,No,No,No,No phone service,No,Yes,No,No,No,No,No
6240-EURKS,Yes,Month-to-month,Electronic check,DSL,18,35.0,553.0,Female,No,No,Yes,No,No phone service,No,No,No,No,No,Yes,Yes
6242-FEGFD,No,Two year,Mailed check,Fiber optic,66,96.6,6424.25,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
6242-MBHPK,No,Month-to-month,Electronic check,Fiber optic,23,95.1,2326.05,Female,Yes,Yes,No,Yes,No,Yes,No,No,No,Yes,Yes,Yes
6242-SGYTS,No,One year,Credit card (automatic),Fiber optic,62,94.95,5791.85,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes,No,Yes
6243-OZGFH,No,Month-to-month,Electronic check,DSL,23,44.95,996.85,Female,No,No,No,No,No phone service,No,No,No,No,Yes,Yes,Yes
6244-BESBM,No,Two year,Credit card (automatic),Fiber optic,69,95.2,6671.7,Male,No,Yes,Yes,Yes,No,No,No,No,Yes,Yes,Yes,Yes
6248-BSHKG,No,One year,Mailed check,No,61,20.4,1226.45,Male,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6248-TKCQV,No,Two year,Bank transfer (automatic),DSL,70,80.6,5460.2,Female,No,Yes,Yes,Yes,Yes,Yes,No,No,Yes,Yes,Yes,Yes
6250-CGGUN,No,One year,Electronic check,Fiber optic,54,84.4,4484.05,Male,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No,No
6252-DFGTK,No,One year,Credit card (automatic),DSL,37,68.1,2479.25,Female,No,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No,No
6253-GNHWH,No,Two year,Mailed check,DSL,71,71.1,5224.95,Female,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,No
6253-WRFHY,No,One year,Electronic check,DSL,13,64.75,877.35,Male,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
6257-DTAYD,No,Two year,Credit card (automatic),Fiber optic,71,104.15,7365.3,Male,No,Yes,No,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
6257-RJOHI,No,Month-to-month,Mailed check,DSL,4,50.8,202.3,Male,No,No,No,Yes,No,No,No,No,Yes,No,No,Yes
6258-NGCNG,No,Month-to-month,Mailed check,No,7,23.5,173.0,Male,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6258-PVZWJ,No,Two year,Credit card (automatic),DSL,68,90.8,6302.85,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes
6259-WJQLC,No,Month-to-month,Credit card (automatic),Fiber optic,32,81.1,2619.25,Male,Yes,No,No,Yes,Yes,No,No,Yes,No,No,No,Yes
6260-ONULR,No,Month-to-month,Mailed check,DSL,1,62.8,62.8,Male,No,No,No,Yes,No,No,No,No,No,Yes,Yes,Yes
6260-XLACS,No,One year,Mailed check,No,4,19.7,117.8,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6261-LHRTG,No,Month-to-month,Credit card (automatic),DSL,26,54.75,1406.9,Female,No,No,No,Yes,No,No,Yes,Yes,No,No,No,Yes
6261-RCVNS,Yes,One year,Credit card (automatic),DSL,42,73.9,3160.55,Female,No,No,No,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No
6265-FRMTQ,No,Two year,Bank transfer (automatic),No,31,20.4,609.1,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6265-SXWBU,No,One year,Credit card (automatic),Fiber optic,69,95.75,6511.25,Male,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No
6266-QHOJZ,No,One year,Electronic check,Fiber optic,65,89.85,5844.65,Female,No,No,No,Yes,Yes,Yes,Yes,No,Yes,No,No,Yes
6267-DCFFZ,No,Month-to-month,Electronic check,Fiber optic,30,90.05,2627.2,Female,Yes,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,Yes
6270-OMFIW,Yes,One year,Electronic check,Fiber optic,60,94.4,5610.25,Male,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
6271-PRTUU,,Month-to-month,Bank transfer (automatic),No,28,19.55,543.8,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6272-HWGNQ,,Month-to-month,Electronic check,Fiber optic,1,85.0,85.0,Female,No,No,No,Yes,Yes,No,No,No,No,No,Yes,Yes
6275-YDUVO,Yes,Month-to-month,Mailed check,Fiber optic,2,86.2,178.7,Female,No,No,No,Yes,No,No,No,Yes,No,No,Yes,Yes
6278-FEPBZ,No,Month-to-month,Mailed check,No,9,20.25,186.15,Female,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6281-FKEWS,No,One year,Electronic check,DSL,44,49.05,2265.0,Female,No,No,No,No,No phone service,No,No,Yes,No,Yes,Yes,Yes
6283-GITPX,No,Two year,Credit card (automatic),DSL,71,76.9,5522.7,Male,No,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes
6284-AHOOQ,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,22,90.5,1910.6,Male,Yes,No,No,Yes,Yes,No,No,No,Yes,Yes,No,Yes
6284-KMNUF,No,One year,Electronic check,Fiber optic,56,98.0,5270.6,Female,No,Yes,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes
6285-FTQBF,No,Two year,Credit card (automatic),No,72,25.55,1867.7,Male,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6286-SUUWT,No,Month-to-month,Mailed check,No,1,19.95,19.95,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6286-ZHAOK,No,Month-to-month,Bank transfer (automatic),No,20,25.55,507.4,Female,No,Yes,Yes,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,Yes
6288-CHQJB,No,Two year,Bank transfer (automatic),DSL,54,69.95,3871.85,Female,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No
6288-LBEAR,No,Month-to-month,Mailed check,Fiber optic,23,79.1,1783.75,Female,No,No,No,Yes,No,No,Yes,No,Yes,No,No,Yes
6289-CPNLD,Yes,One year,Mailed check,DSL,33,73.9,2405.05,Male,No,Yes,Yes,Yes,No,No,No,Yes,Yes,Yes,Yes,Yes
6292-TOSSS,No,Two year,Bank transfer (automatic),No,50,24.9,1195.25,Male,No,No,No,Yes,Yes,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6295-OSINB,No,Two year,Electronic check,Fiber optic,72,109.65,7880.25,Male,No,Yes,No,Yes,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes
6296-DDOOR,No,One year,Electronic check,DSL,19,58.2,1045.25,Female,No,No,No,Yes,No,No,Yes,No,No,Yes,No,No
6297-NOOPG,No,Two year,Electronic check,Fiber optic,70,110.5,7752.05,Female,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes
6298-QDFNH,Yes,Month-to-month,Electronic check,Fiber optic,22,79.35,1730.35,Male,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
6300-BWMJX,No,Month-to-month,Electronic check,Fiber optic,59,93.35,5386.5,Female,No,Yes,No,Yes,Yes,No,No,Yes,Yes,Yes,No,No
6302-JGYRJ,Yes,One year,Mailed check,DSL,31,79.45,2587.7,Male,No,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes
6303-APKJD,,Month-to-month,Electronic check,Fiber optic,57,89.85,4925.35,Male,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,Yes
6303-KFWSL,No,One year,Electronic check,DSL,29,55.25,1620.2,Female,No,No,No,Yes,Yes,No,Yes,No,No,No,No,Yes
6304-IJFSQ,Yes,Month-to-month,Mailed check,DSL,3,49.9,130.1,Male,No,No,No,Yes,No,No,Yes,No,No,No,No,Yes
6305-YLBMM,Yes,One year,Bank transfer (automatic),Fiber optic,69,104.05,7262.0,Male,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,Yes
6308-CQRBU,No,Two year,Electronic check,Fiber optic,71,109.25,7707.7,Female,No,Yes,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes,No
6311-UEUME,Yes,Month-to-month,Electronic check,Fiber optic,29,78.9,2384.15,Female,No,No,No,Yes,No,No,No,No,No,Yes,No,Yes
6313-GIDIT,Yes,Month-to-month,Electronic check,DSL,53,54.45,2854.55,Male,Yes,No,No,No,No phone service,No,Yes,Yes,No,Yes,Yes,Yes
6317-YPKDH,Yes,Month-to-month,Bank transfer (automatic),DSL,1,29.95,29.95,Female,No,No,No,No,No phone service,No,Yes,No,No,No,No,No
6319-IEJWJ,Yes,Month-to-month,Electronic check,Fiber optic,20,90.2,1776.55,Male,No,Yes,Yes,Yes,No,No,No,No,No,Yes,Yes,Yes
6319-QSUSR,No,Month-to-month,Credit card (automatic),No,11,19.7,216.2,Female,No,No,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6319-ZXCPZ,,Month-to-month,Electronic check,Fiber optic,60,95.75,5742.9,Male,No,Yes,No,Yes,Yes,No,Yes,Yes,No,Yes,No,Yes
6322-HRPFA,No,Month-to-month,Credit card (automatic),DSL,49,59.6,2970.3,Male,No,Yes,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No
6322-PJJDJ,No,Two year,Electronic check,Fiber optic,49,94.8,4690.65,Male,No,Yes,No,Yes,No,No,Yes,No,No,Yes,Yes,Yes
6323-AYBRX,Yes,Two year,Mailed check,No,59,19.35,1099.6,Male,No,No,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6326-MTTXK,Yes,Month-to-month,Electronic check,Fiber optic,8,100.85,819.55,Male,No,No,No,Yes,Yes,No,Yes,No,No,Yes,Yes,No
6328-ZPBGN,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,11,95.15,997.65,Female,Yes,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
6330-JKLPC,Yes,Month-to-month,Bank transfer (automatic),Fiber optic,11,80.5,896.9,Male,No,Yes,No,Yes,Yes,No,Yes,No,No,No,No,Yes
6331-EWIEB,Yes,Month-to-month,Electronic check,Fiber optic,20,85.25,1734.5,Male,No,No,No,Yes,Yes,No,No,No,No,Yes,No,Yes
6331-LWDTQ,Yes,Month-to-month,Credit card (automatic),DSL,10,72.15,794.25,Male,No,No,No,Yes,Yes,No,No,No,No,Yes,Yes,Yes
6332-FBZRI,No,One year,Credit card (automatic),DSL,67,69.35,4653.25,Male,No,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,No,No,Yes
6333-YDVLT,No,One year,Credit card (automatic),Fiber optic,65,110.0,7138.65,Male,No,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,Yes
6338-AVWCY,Yes,Month-to-month,Mailed check,DSL,3,40.15,130.75,Male,No,No,No,No,No phone service,No,No,Yes,No,Yes,No,Yes
6339-DKLMK,No,Month-to-month,Electronic check,DSL,13,31.65,389.95,Female,No,No,No,No,No phone service,No,Yes,No,No,No,No,Yes
6339-RZCBJ,No,Two year,Credit card (automatic),DSL,48,78.9,3771.5,Male,No,No,No,Yes,No,No,Yes,Yes,Yes,Yes,Yes,No
6339-TBELP,No,Two year,Credit card (automatic),Fiber optic,71,86.4,6172.0,Male,No,No,No,Yes,Yes,No,No,Yes,Yes,No,No,Yes
6339-YPSAH,No,Month-to-month,Electronic check,Fiber optic,9,73.8,704.3,Male,No,No,No,Yes,No,No,No,Yes,No,No,No,Yes
6340-DACFT,No,Two year,Credit card (automatic),No,50,20.55,1070.25,Female,No,Yes,Yes,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6341-AEVKX,No,One year,Electronic check,Fiber optic,62,104.3,6613.65,Female,No,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
6341-JVQGF,No,One year,Mailed check,DSL,31,81.15,2545.75,Female,No,Yes,Yes,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Yes
6344-SFJVH,No,Month-to-month,Credit card (automatic),DSL,20,24.9,505.95,Female,No,No,No,No,No phone service,No,No,No,No,No,No,No
6345-FZOQH,No,Two year,Mailed check,No,69,19.9,1363.45,Male,No,Yes,No,Yes,No,No internet service,No internet service,No internet service,No internet service,No internet service,No internet service,No
6345-HOVES,No,Month-to-month,Bank transfer (automatic),DSL,34,25.05,852.7,Male,No,No,No,No,No phone service,No,No,No,No,No,No,Yes
6345-ULYRW,Yes,One year,Mailed check,Fiber optic,44,88.4,3912.9,Male,Yes,Yes,No,Yes,Yes,No,Yes,No,No,No,Yes,No
6347-DCUIK,Yes,Month-to-month,Mailed check,Fiber optic,10,74.15,811.8,Male,No,No,No,Yes,Yes,No,No,No,No,No,No,Yes
6348-SNFUS,No,Two year,Credit card (automatic),DSL,72,55.45,4179.2,Male,No,Yes,Yes,No,No phone service,Yes,Yes,Yes,Yes,No,Yes,Yes
